counseling_authority,college_name,type,exam,minority,university,quota,course,category,round,cutoff,year,seat,fee
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 1,35675,2024,05,816000
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 2,35364,2024,05,816000
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 3,32039,2024,05,816000
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 4,37238,2024,05,816000
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 1,1916,2024,05,816000
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 2,24246,2024,05,816000
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 3,24298,2024,05,816000
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 4,24462,2024,05,816000
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 1,31212,2024,03,816000
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 2,25,2024,03,816000
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 3,37271,2024,03,816000
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 4,2934,2024,03,816000
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 1,22655,2024,05,816000
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 2,3199,2024,05,816000
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 3,30366,2024,05,816000
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 4,11138,2024,05,816000
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 1,14611,2024,05,650000
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 2,4449,2024,05,650000
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 3,16248,2024,05,650000
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 4,26195,2024,05,650000
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 1,33947,2024,05,550000
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 2,11647,2024,05,550000
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 3,6580,2024,05,550000
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 4,14933,2024,05,550000
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 1,575,2024,02,400000
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 2,33779,2024,02,400000
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 3,37461,2024,02,400000
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 4,35659,2024,02,400000
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 1,15155,2024,0,0
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 2,13295,2024,0,0
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 3,1470,2024,0,0
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 4,13624,2024,0,0
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 1,3651,2024,0,0
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 2,8611,2024,0,0
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 3,33756,2024,0,0
Uttar Pradesh,"ITS Dental College, Greator Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 4,15547,2024,0,0
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 1,26155,2024,06,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 2,33356,2024,06,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 3,27986,2024,06,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 4,34129,2024,06,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 1,11150,2024,06,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 2,31983,2024,06,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 3,29011,2024,06,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 4,18934,2024,06,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 1,32388,2024,06,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 2,33543,2024,06,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 3,36717,2024,06,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 4,7619,2024,06,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 1,36237,2024,06,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 2,29567,2024,06,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 3,25065,2024,06,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 4,12927,2024,06,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 1,37627,2024,06,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 2,5955,2024,06,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 3,36019,2024,06,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 4,8017,2024,06,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 1,6316,2024,06,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 2,269,2024,06,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 3,35227,2024,06,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 4,6652,2024,06,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 1,589,2024,03,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 2,33858,2024,03,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 3,2616,2024,03,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 4,32865,2024,03,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 1,17833,2024,03,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 2,36808,2024,03,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 3,11006,2024,03,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 4,20627,2024,03,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 1,16614,2024,03,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 2,20908,2024,03,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 3,19247,2024,03,810000
Uttar Pradesh,"ITS Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 4,18219,2024,03,810000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Endodontics,Sikh Minority,round 1,24163,2024,03,825000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Endodontics,Sikh Minority,round 2,20752,2024,03,825000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Endodontics,Sikh Minority,round 3,37879,2024,03,825000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Endodontics,Sikh Minority,round 4,8608,2024,03,825000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Endodontics,General,round 1,34972,2024,03,825000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Endodontics,General,round 2,14783,2024,03,825000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Endodontics,General,round 3,32031,2024,03,825000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Endodontics,General,round 4,28392,2024,03,825000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Orthodontics,Sikh Minority,round 1,17875,2024,03,825000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Orthodontics,Sikh Minority,round 2,25460,2024,03,825000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Orthodontics,Sikh Minority,round 3,34430,2024,03,825000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Orthodontics,Sikh Minority,round 4,30558,2024,03,825000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Orthodontics,General,round 1,25806,2024,03,825000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Orthodontics,General,round 2,9754,2024,03,825000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Orthodontics,General,round 3,8791,2024,03,825000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Orthodontics,General,round 4,7565,2024,03,825000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Oral Surgery,Sikh Minority,round 1,3773,2024,01,825000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Oral Surgery,Sikh Minority,round 2,942,2024,01,825000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Oral Surgery,Sikh Minority,round 3,34651,2024,01,825000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Oral Surgery,Sikh Minority,round 4,22851,2024,01,825000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Oral Surgery,General,round 1,37047,2024,02,825000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Oral Surgery,General,round 2,39628,2024,02,825000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Oral Surgery,General,round 3,29738,2024,02,825000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Oral Surgery,General,round 4,23825,2024,02,825000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Prosthodontics,Sikh Minority,round 1,14739,2024,03,600000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Prosthodontics,Sikh Minority,round 2,37787,2024,03,600000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Prosthodontics,Sikh Minority,round 3,30417,2024,03,600000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Prosthodontics,Sikh Minority,round 4,2141,2024,03,600000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Prosthodontics,General,round 1,13703,2024,03,600000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Prosthodontics,General,round 2,37790,2024,03,600000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Prosthodontics,General,round 3,35396,2024,03,600000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Prosthodontics,General,round 4,39214,2024,03,600000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Pedodontics,Sikh Minority,round 1,10903,2024,03,475000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Pedodontics,Sikh Minority,round 2,10655,2024,03,475000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Pedodontics,Sikh Minority,round 3,15541,2024,03,475000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Pedodontics,Sikh Minority,round 4,15356,2024,03,475000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Pedodontics,General,round 1,28231,2024,03,475000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Pedodontics,General,round 2,628,2024,03,475000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Pedodontics,General,round 3,17596,2024,03,475000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Pedodontics,General,round 4,16936,2024,03,475000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Periodontics,Sikh Minority,round 1,29154,2024,03,400000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Periodontics,Sikh Minority,round 2,6934,2024,03,400000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Periodontics,Sikh Minority,round 3,21327,2024,03,400000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Periodontics,Sikh Minority,round 4,37553,2024,03,400000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Periodontics,General,round 1,30530,2024,03,400000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Periodontics,General,round 2,3956,2024,03,400000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Periodontics,General,round 3,37374,2024,03,400000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Periodontics,General,round 4,11910,2024,03,400000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Oral Medicine & Radiology,Sikh Minority,round 1,27112,2024,01,400000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Oral Medicine & Radiology,Sikh Minority,round 2,19068,2024,01,400000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Oral Medicine & Radiology,Sikh Minority,round 3,15074,2024,01,400000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Oral Medicine & Radiology,Sikh Minority,round 4,7088,2024,01,400000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Oral Medicine & Radiology,General,round 1,19322,2024,02,400000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Oral Medicine & Radiology,General,round 2,17483,2024,02,400000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Oral Medicine & Radiology,General,round 3,19729,2024,02,400000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Oral Medicine & Radiology,General,round 4,20361,2024,02,400000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Public Health,Sikh Minority,round 1,30673,2024,02,350000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Public Health,Sikh Minority,round 2,11611,2024,02,350000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Public Health,Sikh Minority,round 3,14864,2024,02,350000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Public Health,Sikh Minority,round 4,33856,2024,02,350000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Public Health,General,round 1,19431,2024,01,350000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Public Health,General,round 2,28091,2024,01,350000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Public Health,General,round 3,36136,2024,01,350000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Public Health,General,round 4,3012,2024,01,350000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Oral Pathology,Sikh Minority,round 1,34375,2024,03,250000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Oral Pathology,Sikh Minority,round 2,17379,2024,03,250000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Oral Pathology,Sikh Minority,round 3,26630,2024,03,250000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Oral Pathology,Sikh Minority,round 4,28415,2024,03,250000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Oral Pathology,General,round 1,22932,2024,03,250000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Oral Pathology,General,round 2,5425,2024,03,250000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Oral Pathology,General,round 3,6462,2024,03,250000
Uttar Pradesh,"D.J. DENTAL COLLEGE, MODI NAGAR",,NEET-MDS,Sikh,ABVMU,Minority,MDS - Oral Pathology,General,round 4,8333,2024,03,250000
West Bengal,"Guru Nanak Dev Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Endodontics,UR,round 1,34276,2024,,300000
West Bengal,"Guru Nanak Dev Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Endodontics,UR,round 2,36593,2024,,300000
West Bengal,"Guru Nanak Dev Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Endodontics,UR,round 3,811,2024,,300000
West Bengal,"Guru Nanak Dev Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Endodontics,UR,round 4,10310,2024,,300000
West Bengal,"Guru Nanak Dev Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Endodontics,Scheduled Caste,round 1,9588,2024,,300000
West Bengal,"Guru Nanak Dev Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Endodontics,Scheduled Caste,round 2,30937,2024,,300000
West Bengal,"Guru Nanak Dev Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Endodontics,Scheduled Caste,round 3,3091,2024,,300000
West Bengal,"Guru Nanak Dev Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Endodontics,Scheduled Caste,round 4,18315,2024,,300000
West Bengal,"Guru Nanak Dev Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Endodontics,Management Quota,round 1,24648,2024,,900000
West Bengal,"Guru Nanak Dev Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Endodontics,Management Quota,round 2,11917,2024,,900000
West Bengal,"Guru Nanak Dev Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Endodontics,Management Quota,round 3,26508,2024,,900000
West Bengal,"Guru Nanak Dev Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Endodontics,Management Quota,round 4,25126,2024,,900000
